customer_unique_id,number_of_orders,nb_of_canceled_status,nb_of_shipped_status,nb_of_processing_status,nb_of_invoiced_status,nb_of_sellers,total_price,total_nb_of_installments,total_spent,mean_review_score,nb_of_product_categories,mean_nb_of_photos,mean_product_volume_cm3,nb_of_inactive_months,order_frequency,nb_of_late_deliveries,nb_of_late_shipping,list_of_payment_methods_['boleto' 'credit_card'],list_of_payment_methods_['boleto'],list_of_payment_methods_['credit_card' 'boleto'],list_of_payment_methods_['credit_card' 'voucher'],list_of_payment_methods_['credit_card'],list_of_payment_methods_['debit_card'],list_of_payment_methods_['voucher' 'credit_card'],list_of_payment_methods_['voucher'],list_of_payment_methods_other,seller_states_list_['mg' 'sp'],seller_states_list_['mg'],seller_states_list_['pr' 'sp'],seller_states_list_['pr'],seller_states_list_['rj' 'sp'],seller_states_list_['sc' 'sp'],seller_states_list_['sp' 'mg'],seller_states_list_['sp' 'pr'],seller_states_list_['sp' 'sc'],seller_states_list_['sp'],seller_states_list_other,customer_state_ba,customer_state_ce,customer_state_df,customer_state_es,customer_state_go,customer_state_ma,customer_state_mg,customer_state_ms,customer_state_mt,customer_state_pa,customer_state_pe,customer_state_pr,customer_state_rj,customer_state_rs,customer_state_sc,customer_state_sp
0241fa2e9adf0576cb0f845377d05c03,0.03705777419843196,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.457536774560272,1.2433332427348214,-0.12579363840432642,-0.13080005985761378,0.6875746013052997,-0.3116564940979851,-0.5032307950269315,-1.38387746881858,-0.3196360413036082,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
027803eb28cc01fbdf5da72b109fabee,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.6503396523021533,-0.31400838829617267,-0.38383647588668945,0.759759350211704,0.6875746013052997,-0.8312993101299978,-0.48720082882035975,0.7171021408218224,-0.3031551072810982,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
029b457bd01199c39136f89e0eddcd3a,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.04028408207342284,-0.6600843063030603,-0.1320344650978575,0.759759350211704,0.6875746013052997,1.1173612499900496,-0.7474656777357344,0.08680825792970172,-0.3196361401164187,-0.36915130394208295,-0.3704094777218255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02b20b7c813efede140142ac610e36dc,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.3413166203896609,-0.48704634729961643,-0.2885462138808719,0.759759350211704,-0.9821662594428795,-0.8312993101299978,-0.6498953292109145,-0.3333876639983788,1.8228994851830915,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02e4c56fefa30628768ffe326d332e2f,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.6532322682635213,-0.05445144979100699,-0.3887472903340582,-0.13080005985761378,0.6875746013052997,-0.8312993101299978,0.4428751923760007,0.08680825792970172,-0.3196361420143838,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02e9109b7e0a985108b43e573b6afb23,0.919063553460698,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,1.7638423277691744,0.6896575318611179,-0.40052736779789455,0.5021358355992227,0.04731182215624993,0.6875746013052997,-0.6754064653203941,-0.46889190356273325,-0.7535835859264594,-0.3196361145443346,-0.36915130394208295,-0.3704094777218255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02e9827c15167f699df7bf90d326ffdb,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,-1.2644125636058585,-0.7047838398522597,-0.6600843063030603,-0.41715839808477273,0.31447964517704513,-0.9821662594428795,-0.8312993101299978,1.4103222793672,-0.543485624962419,-0.3196360781137901,-0.36915130394208295,0.8367886837624875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02fbe4db886eb98774c8ba300d39fa79,0.03705777419843196,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.13479529665277643,-0.5735653268013383,-0.18993092125964853,0.759759350211704,-0.9821662594428795,-0.8312993101299978,-0.6641098534615613,-0.12328970303433855,0.001744194738960025,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
031e19fc630c4121f1238716f41675c3,0.47806066382956497,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,-1.2644125636058585,-0.7207648270447685,-0.48704634729961643,-0.4140686773283032,-0.13080005985761378,-0.9821662594428795,-0.8312993101299978,-0.7263756499073292,-1.1737795078545399,3.9654351209997163,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
031ea691b99fc101dcad357d1a83573f,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.673251461897148,-0.48704634729961643,-0.4128818971701891,-0.13080005985761378,0.6875746013052997,-0.051835086081978884,-0.6410885044034486,1.3473960237139433,-0.31963610584380187,-0.36915130394208295,0.8367886837624875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
032b3a42598667caf2e099999b9dc1b9,0.03705777419843196,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,0.27389410699794337,-0.5735653268013383,0.19706171891987195,0.759759350211704,0.6875746013052997,0.9874505459820465,0.5539358196903269,-1.38387746881858,-0.3196331854872476,-0.36915130394208295,2.0439868452468004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0333b2fc6ba7014702e08ef613850270,0.03705777419843196,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,-1.2644125636058585,-0.6912658721912128,-0.48704634729961643,-0.32902974048136796,0.759759350211704,-0.9821662594428795,-0.8312993101299978,-0.5567283930898276,0.5070041798577822,-0.3196360998888814,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0341bbd5c969923a0f801b9e2d10a7b8,1.360066443091831,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,4.4001391764845454,4.35801650479681,5.649927772643797,0.759759350211704,0.6875746013052997,-0.051835086081978884,0.9008011125457832,-0.9636815468904996,-0.3196323268848009,-0.36915130394208295,-0.3704094777218255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
035e7cd88b7450fd33efeca817081a53,-0.40394511543270106,7.1609162046048,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,-0.47672541509608013,-0.5735653268013383,-0.338043131164976,0.31447964517704513,0.6875746013052997,-0.4415671981059884,-0.7040978595226538,-1.1737795078545399,-0.3196360940559285,1.208681691148668,0.8367886837624875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0361e980b28826f4d286ac144d9b319a,0.47806066382956497,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,0.04849918010718202,0.8107383452262119,0.7135975518756068,0.09183979265971566,-0.9821662594428795,-0.8312993101299978,0.7114254093668202,-1.1737795078545399,-0.3196312972835076,-0.36915130394208295,3.2511850067311134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
038301b43811478e1a8dc0e476eaf52e,-0.40394511543270106,-0.08846878473744017,-0.1329692272580548,-0.06695557088817639,-0.06171094082006288,0.24971488208165796,0.9019640875207385,-0.6600843063030603,0.17282480344942078,0.31447964517704513,0.6875746013052997,-0.8312993101299978,-0.18591471698599912,-0.543485624962419,-0.31963613415270975,-0.36915130394208295,2.0439868452468004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
